graph,alpha_log2,eps_log2,status_po,W_push_oracle,thr_ratio
caterpillar,-3,-6,ok,90,1.2828700160787783
caterpillar,-3,-7,ok,146,1.2828700160787783
caterpillar,-3,-8,ok,222,1.189207115002721
caterpillar,-3,-9,ok,301,1.255380757024691
caterpillar,-3,-10,ok,403,1.255380757024691
caterpillar,-3,-11,ok,504,1.2968395546510096
caterpillar,-3,-12,ok,642,1.2690509571917332
caterpillar,-3,-13,ok,801,1.1763969916502812
caterpillar,-4,-3,ok,22,1.2828700160787783
caterpillar,-4,-4,ok,39,1.3542555469368929
caterpillar,-4,-5,ok,85,1.42961333839197
caterpillar,-4,-6,ok,186,1.3542555469368929
caterpillar,-4,-7,ok,326,1.3109612115247644
caterpillar,-4,-8,ok,501,1.2968395546510096
caterpillar,-4,-9,ok,715,1.2828700160787783
caterpillar,-4,-10,ok,989,1.2968395546510096
caterpillar,-4,-11,ok,1289,1.2828700160787783
caterpillar,-4,-12,ok,1662,1.2284805361068698
caterpillar,-4,-13,ok,2076,1.1763969916502812
caterpillar,-5,-3,ok,40,1.3252366431597413
caterpillar,-5,-4,ok,46,1.559004400237837
caterpillar,-5,-5,ok,168,1.4142135623730951
caterpillar,-5,-6,ok,368,1.42961333839197
caterpillar,-5,-7,ok,694,1.3542555469368929
caterpillar,-5,-8,ok,1149,1.3109612115247644
caterpillar,-5,-9,ok,1742,1.241857812073484
caterpillar,-5,-10,ok,2392,1.2690509571917332
caterpillar,-5,-11,ok,3236,1.2690509571917332
caterpillar,-5,-12,ok,4186,1.241857812073484
caterpillar,-5,-13,ok,5303,1.2152473599804687
caterpillar,-6,-3,ok,82,1.3252366431597413
caterpillar,-6,-4,ok,81,1.4142135623730951
caterpillar,-6,-5,ok,237,1.4768261459394996
caterpillar,-6,-6,ok,752,1.383909881963832
caterpillar,-6,-7,ok,1436,1.4142135623730951
caterpillar,-6,-8,ok,2541,1.3396675240533031
caterpillar,-6,-9,ok,3963,1.3109612115247644
caterpillar,-6,-10,ok,5790,1.2690509571917332
caterpillar,-6,-11,ok,7836,1.2968395546510096
caterpillar,-6,-12,ok,10304,1.2968395546510096
caterpillar,-6,-13,ok,13191,1.2690509571917332
caterpillar,-7,-3,ok,166,1.3252366431597413
caterpillar,-7,-4,ok,261,1.202156731452703
caterpillar,-7,-5,ok,348,1.5255981507445386
caterpillar,-7,-6,ok,1182,1.4609177941806473
caterpillar,-7,-7,ok,3019,1.3252366431597413
caterpillar,-7,-8,ok,5612,1.3109612115247644
caterpillar,-7,-9,ok,9089,1.3109612115247644
caterpillar,-7,-10,ok,13556,1.2968395546510096
caterpillar,-7,-11,ok,19180,1.2690509571917332
caterpillar,-7,-12,ok,25471,1.2968395546510096
caterpillar,-7,-13,ok,33229,1.2828700160787783
caterpillar,-8,-3,ok,337,1.3252366431597413
caterpillar,-8,-4,ok,413,1.2828700160787783
caterpillar,-8,-5,ok,465,1.492907728291265
caterpillar,-8,-6,ok,1925,1.4609177941806473
caterpillar,-8,-7,ok,5767,1.3542555469368929
caterpillar,-8,-8,ok,11925,1.3109612115247644
caterpillar,-8,-9,ok,20717,1.2690509571917332
caterpillar,-8,-10,ok,31942,1.2690509571917332
caterpillar,-8,-11,ok,46398,1.2284805361068698
caterpillar,-8,-12,ok,63738,1.241857812073484
caterpillar,-8,-13,ok,83318,1.255380757024691
caterpillar,-9,-3,ok,673,1.3252366431597413
caterpillar,-9,-4,ok,705,1.3252366431597413
caterpillar,-9,-5,ok,662,1.383909881963832
caterpillar,-9,-6,ok,2487,1.5759808451078865
caterpillar,-9,-7,ok,9572,1.4142135623730951
caterpillar,-9,-8,ok,23785,1.3252366431597413
caterpillar,-9,-9,ok,45319,1.2690509571917332
caterpillar,-9,-10,ok,74169,1.2284805361068698
caterpillar,-9,-11,ok,111450,1.2152473599804687
caterpillar,-9,-12,ok,153696,1.255380757024691
caterpillar,-9,-13,ok,208225,1.202156731452703
caterpillar,-10,-3,ok,1351,1.3252366431597413
caterpillar,-10,-4,ok,1575,1.3109612115247644
caterpillar,-10,-5,ok,1157,1.202156731452703
caterpillar,-10,-6,ok,3075,1.6104903319492545
caterpillar,-10,-7,ok,14271,1.509164427593423
caterpillar,-10,-8,ok,45046,1.3542555469368929
caterpillar,-10,-9,ok,96223,1.2690509571917332
caterpillar,-10,-10,ok,167529,1.2284805361068698
caterpillar,-10,-11,ok,257103,1.241857812073484
caterpillar,-10,-12,ok,372217,1.2284805361068698
caterpillar,-10,-13,ok,510864,1.2152473599804687
caterpillar,-11,-3,ok,2704,1.3252366431597413
caterpillar,-11,-4,ok,2954,1.3252366431597413
caterpillar,-11,-5,ok,7245,1.202156731452703
caterpillar,-11,-6,ok,4069,1.5255981507445386
caterpillar,-11,-7,ok,19279,1.559004400237837
caterpillar,-11,-8,ok,75656,1.4142135623730951
caterpillar,-11,-9,ok,191946,1.2968395546510096
caterpillar,-11,-10,ok,363609,1.241857812073484
caterpillar,-11,-11,ok,593288,1.2284805361068698
