graph,alpha_log2,eps_log2,status_po,W_push_oracle,thr_ratio
btree,-5,-6,ok,36,3.668016172818685
btree,-5,-7,ok,134,2.8284271247461903
btree,-5,-8,ok,386,2.134280801353647
btree,-5,-9,ok,882,2.134280801353647
btree,-5,-10,ok,2150,1.9360617934922943
btree,-5,-11,ok,4330,1.9152065613971472
btree,-5,-12,ok,8054,1.6636765803267366
btree,-5,-13,ok,17094,1.628027421857348
btree,-6,-3,ok,0,256.0
btree,-6,-4,ok,0,256.0
btree,-6,-5,ok,2,16.0
btree,-6,-6,ok,12,7.828576496701601
btree,-6,-7,ok,82,5.187358218604039
btree,-6,-8,ok,298,3.7483352682206
btree,-6,-9,ok,766,3.018328855186846
btree,-6,-10,ok,1934,2.8903616139540937
btree,-6,-11,ok,4374,2.5936791093020193
btree,-6,-12,ok,10902,2.204765166615682
btree,-6,-13,ok,20698,2.0437942973082333
btree,-7,-3,ok,0,256.0
btree,-7,-4,ok,0,256.0
btree,-7,-5,ok,0,256.0
btree,-7,-6,ok,2,32.0
btree,-7,-7,ok,20,11.687342353445178
btree,-7,-8,ok,122,7.415916500333542
btree,-7,-9,ok,498,5.300946572638965
btree,-7,-10,ok,1390,4.506086474432967
btree,-7,-11,ok,3706,3.9142882483508004
btree,-7,-12,ok,8486,3.4746676705474124
btree,-7,-13,ok,18458,3.512504320746599
btree,-8,-3,ok,0,256.0
btree,-8,-4,ok,0,256.0
btree,-8,-5,ok,0,256.0
btree,-8,-6,ok,0,256.0
btree,-8,-7,ok,2,64.0
btree,-8,-8,ok,36,16.70838051883862
btree,-8,-9,ok,198,12.073315420747385
btree,-8,-10,ok,650,9.30979887022062
btree,-8,-11,ok,1714,8.724061861322062
btree,-8,-12,ok,4602,6.727171322029717
btree,-8,-13,ok,11154,5.907304583757998
btree,-9,-3,ok,0,256.0
btree,-9,-4,ok,0,256.0
btree,-9,-5,ok,0,256.0
btree,-9,-6,ok,0,256.0
btree,-9,-7,ok,0,256.0
btree,-9,-8,ok,2,128.0
btree,-9,-9,ok,36,33.78064570753782
btree,-9,-10,ok,198,21.43468038485285
btree,-9,-11,ok,830,16.350354378465866
btree,-9,-12,ok,2326,13.166043825231721
btree,-9,-13,ok,5742,11.313708498984761
btree,-10,-3,ok,0,256.0
btree,-10,-4,ok,0,256.0
btree,-10,-5,ok,0,256.0
btree,-10,-6,ok,0,256.0
btree,-10,-7,ok,0,256.0
btree,-10,-8,ok,0,256.0
btree,-10,-9,ok,2,256.0
btree,-10,-10,ok,36,67.56129141507564
btree,-10,-11,ok,242,39.73944998635149
btree,-10,-12,ok,902,28.715345200049715
btree,-10,-13,ok,2514,22.87381341427152
btree,-11,-3,ok,0,256.0
btree,-11,-4,ok,0,256.0
btree,-11,-5,ok,0,256.0
btree,-11,-6,ok,0,256.0
btree,-11,-7,ok,0,256.0
btree,-11,-8,ok,0,256.0
btree,-11,-9,ok,2,256.0
btree,-11,-10,ok,2,256.0
btree,-11,-11,ok,36,136.5939712866334
btree,-11,-12,ok,242,79.47889997270298
btree,-11,-13,ok,902,56.81204776084868
btree,-12,-3,ok,0,256.0
btree,-12,-4,ok,0,256.0
btree,-12,-5,ok,0,256.0
btree,-12,-6,ok,0,256.0
btree,-12,-7,ok,0,256.0
btree,-12,-8,ok,0,256.0
btree,-12,-9,ok,2,256.0
btree,-12,-10,ok,2,256.0
btree,-12,-11,ok,4,256.0
btree,-12,-12,ok,36,256.0
btree,-12,-13,ok,242,158.95779994540595
btree,-13,-3,ok,0,256.0
btree,-13,-4,ok,0,256.0
btree,-13,-5,ok,0,256.0
btree,-13,-6,ok,0,256.0
btree,-13,-7,ok,0,256.0
btree,-13,-8,ok,0,256.0
btree,-13,-9,ok,2,256.0
btree,-13,-10,ok,2,256.0
btree,-13,-11,ok,4,256.0
btree,-13,-12,ok,36,256.0
btree,-13,-13,ok,102,256.0
btree,-14,-3,ok,0,256.0
btree,-14,-4,ok,0,256.0
btree,-14,-5,ok,0,256.0
btree,-14,-6,ok,0,256.0
btree,-14,-7,ok,0,256.0
btree,-14,-8,ok,0,256.0
btree,-14,-9,ok,2,256.0
btree,-14,-10,ok,2,256.0
btree,-14,-11,ok,4,256.0
btree,-14,-12,ok,36,256.0
btree,-14,-13,ok,102,256.0
grid,-2,-3,ok,2,4.0
grid,-2,-4,ok,4,2.98581545658253
grid,-2,-5,ok,20,1.6636765803267366
grid,-2,-6,ok,44,1.189207115002721
grid,-2,-7,ok,62,1.5759808451078865
grid,-2,-8,ok,111,1.2690509571917332
grid,-2,-9,ok,170,1.3109612115247644
grid,-2,-10,ok,280,1.1763969916502812
grid,-2,-11,ok,382,1.3542555469368929
grid,-2,-12,ok,528,1.202156731452703
grid,-2,-13,ok,693,1.255380757024691
grid,-3,-3,ok,2,4.0
grid,-3,-4,ok,12,1.6636765803267366
grid,-3,-5,ok,26,1.8945759815869656
grid,-3,-6,ok,56,1.7753764925265212
grid,-3,-7,ok,142,1.5255981507445386
grid,-3,-8,ok,266,1.4609177941806473
grid,-3,-9,ok,470,1.3252366431597413
grid,-3,-10,ok,785,1.241857812073484
grid,-3,-11,ok,1122,1.2828700160787783
grid,-3,-12,ok,1658,1.189207115002721
grid,-3,-13,ok,2244,1.2284805361068698
grid,-4,-3,ok,0,256.0
grid,-4,-4,ok,4,3.7483352682206
grid,-4,-5,ok,28,2.2530432372164837
grid,-4,-6,ok,112,1.6457554781539652
grid,-4,-7,ok,255,1.559004400237837
grid,-4,-8,ok,578,1.4451808069770469
grid,-4,-9,ok,1087,1.3542555469368929
grid,-4,-10,ok,1942,1.2828700160787783
grid,-4,-11,ok,3023,1.2968395546510096
grid,-4,-12,ok,4572,1.2690509571917332
grid,-4,-13,ok,6531,1.2690509571917332
grid,-5,-3,ok,0,256.0
grid,-5,-4,ok,2,8.0
grid,-5,-5,ok,20,2.7380048459491815
grid,-5,-6,ok,82,2.378414230005442
grid,-5,-7,ok,366,1.8142521755003986
grid,-5,-8,ok,1010,1.559004400237837
grid,-5,-9,ok,2358,1.3690024229745907
grid,-5,-10,ok,4238,1.4142135623730951
grid,-5,-11,ok,7497,1.2968395546510096
grid,-5,-12,ok,11954,1.2828700160787783
grid,-5,-13,ok,18088,1.2690509571917332
grid,-6,-3,ok,0,256.0
grid,-6,-4,ok,0,256.0
grid,-6,-5,ok,4,7.828576496701601
grid,-6,-6,ok,56,3.220980663898509
grid,-6,-7,ok,374,2.204765166615682
grid,-6,-8,ok,1559,1.628027421857348
grid,-6,-9,ok,4262,1.42961333839197
grid,-6,-10,ok,9574,1.3109612115247644
grid,-6,-11,ok,17587,1.3109612115247644
grid,-6,-12,ok,29761,1.2968395546510096
grid,-6,-13,ok,47883,1.255380757024691
grid,-7,-3,ok,0,256.0
grid,-7,-4,ok,0,256.0
grid,-7,-5,ok,2,16.0
grid,-7,-6,ok,12,7.913824105551804
grid,-7,-7,ok,268,2.8903616139540937
grid,-7,-8,ok,1670,2.0437942973082333
grid,-7,-9,ok,6074,1.6457554781539652
grid,-7,-10,ok,16497,1.4768261459394996
grid,-7,-11,ok,36330,1.3542555469368929
grid,-7,-12,ok,70042,1.2828700160787783
grid,-7,-13,ok,117455,1.2968395546510096
grid,-8,-3,ok,0,256.0
grid,-8,-4,ok,0,256.0
grid,-8,-5,ok,0,256.0
grid,-8,-6,ok,2,32.0
grid,-8,-7,ok,64,6.727171322029717
grid,-8,-8,ok,1059,2.953652291878999
grid,-8,-9,ok,6346,2.0885475648548275
grid,-8,-10,ok,24710,1.6104903319492545
grid,-8,-11,ok,67712,1.3989796725383112
grid,-8,-12,ok,145841,1.3396675240533031
grid,-8,-13,ok,277087,1.2828700160787783
grid,-9,-3,ok,0,256.0
grid,-9,-4,ok,0,256.0
grid,-9,-5,ok,0,256.0
grid,-9,-6,ok,0,256.0
grid,-9,-7,ok,4,31.655296422207215
grid,-9,-8,ok,330,5.843671176722589
grid,-9,-9,ok,4059,3.018328855186846
grid,-9,-10,ok,25971,2.021778572103401
grid,-9,-11,ok,98352,1.6457554781539652
grid,-9,-12,ok,266916,1.42961333839197
grid,-9,-13,ok,578579,1.3252366431597413
grid,-10,-3,ok,0,256.0
grid,-10,-4,ok,0,256.0
grid,-10,-5,ok,0,256.0
grid,-10,-6,ok,0,256.0
grid,-10,-7,ok,0,256.0
grid,-10,-8,ok,20,23.88652365266024
grid,-10,-9,ok,1107,6.236017600951348
grid,-10,-10,ok,16877,2.953652291878999
grid,-10,-11,ok,105130,2.021778572103401
grid,-10,-12,ok,397187,1.6104903319492545
grid,-10,-13,ok,1069808,1.4142135623730951
grid,-11,-3,ok,0,256.0
grid,-11,-4,ok,0,256.0
grid,-11,-5,ok,0,256.0
grid,-11,-6,ok,0,256.0
grid,-11,-7,ok,0,256.0
grid,-11,-8,ok,0,256.0
grid,-11,-9,ok,40,34.14849282165835
grid,-11,-10,ok,4158,6.441961327797018
grid,-11,-11,ok,69070,2.953652291878999
grid,-11,-12,ok,429696,2.0
grid,-11,-13,ok,1607570,1.593142151342267
grid,-12,-3,ok,0,256.0
grid,-12,-4,ok,0,256.0
grid,-12,-5,ok,0,256.0
grid,-12,-6,ok,0,256.0
grid,-12,-7,ok,0,256.0
grid,-12,-8,ok,0,256.0
grid,-12,-9,ok,2,256.0
grid,-12,-10,ok,145,35.27624266585091
grid,-12,-11,ok,18452,6.168843301631764
grid,-12,-12,ok,284358,2.8903616139540937
grid,-12,-13,ok,1738526,1.978456026387951
grid,-13,-3,ok,0,256.0
grid,-13,-4,ok,0,256.0
grid,-13,-5,ok,0,256.0
grid,-13,-6,ok,0,256.0
grid,-13,-7,ok,0,256.0
grid,-13,-8,ok,0,256.0
grid,-13,-9,ok,2,256.0
grid,-13,-10,ok,2,256.0
grid,-13,-11,ok,844,28.715345200049715
grid,-13,-12,ok,78008,6.036657710373692
grid,-13,-13,ok,1143197,2.8903616139540937
grid,-14,-3,ok,0,256.0
grid,-14,-4,ok,0,256.0
grid,-14,-5,ok,0,256.0
grid,-14,-6,ok,0,256.0
grid,-14,-7,ok,0,256.0
grid,-14,-8,ok,0,256.0
grid,-14,-9,ok,2,256.0
grid,-14,-10,ok,2,256.0
grid,-14,-11,ok,4,256.0
grid,-14,-12,ok,3854,27.201701659496376
grid,-14,-13,ok,309375,6.036657710373692
