graph,alpha_log2,eps_log2,alpha,eps,n,edges,status,triv,lvl0_over_eps,W_push,W_WY,W_target,E_expansions,tightenings,winner,ratio_to_target,err_push_over_eps,err_wy_over_eps,push_maxrd_over_eps,const_push,const_wy,wy_S,wy_volS,wy_nnzlu,wy_C_adj,wy_R_adj,wy_C_rec,wy_C_resp,push_C_adj,push_R_adj,n_push,wall_push,wall_wy
spider,-2,-3,0.25,0.125,9,8,ok,0,2.0006097560975604,8,12,16.0,1,0,push,0.5,0.6256097560975604,0.6676829268292678,0.94921875,0.25,0.1875,1,2,2,2,2,2,6,6,2,4,0.0,0.0
spider,-2,-4,0.25,0.0625,17,16,ok,0,2.0006097560975604,16,18,32.0,1,0,push,0.5,0.6256097560975604,0.667682926829268,0.94921875,0.25,0.0703125,1,4,2,4,4,4,6,12,4,6,0.0,0.0
spider,-2,-5,0.25,0.03125,33,32,ok,0,2.0006097560975604,32,30,64.0,1,0,WY,0.46875,0.6256097560975604,0.667682926829268,0.94921875,0.25,0.029296875,1,8,2,8,8,8,6,24,8,10,0.0,0.0
spider,-2,-6,0.25,0.015625,65,64,ok,0,2.0006097560975604,64,54,128.0,1,0,WY,0.421875,0.6256097560975604,0.6676829268292682,0.94921875,0.25,0.01318359375,1,16,2,16,16,16,6,48,16,18,0.0,0.0
spider,-2,-7,0.25,0.0078125,129,128,ok,0,2.0006097560975604,128,102,256.0,1,0,WY,0.3984375,0.6256097560975604,0.6676829268292682,0.94921875,0.25,0.0062255859375,1,32,2,32,32,32,6,96,32,34,0.0,0.0
spider,-2,-8,0.25,0.00390625,257,256,ok,0,2.0006097560975604,256,198,512.0,1,0,WY,0.38671875,0.6256097560975604,0.6676829268292683,0.94921875,0.25,0.003021240234375,1,64,2,64,64,64,6,192,64,66,0.0,0.0
spider,-2,-9,0.25,0.001953125,513,512,ok,0,2.0006097560975604,512,390,1024.0,1,0,WY,0.380859375,0.6256097560975604,0.6676829268292686,0.94921875,0.25,0.00148773193359375,1,128,2,128,128,128,6,384,128,130,0.0,0.0
spider,-2,-10,0.25,0.0009765625,1025,1024,ok,0,2.0006097560975666,1024,774,2048.0,1,0,WY,0.3779296875,0.6256097560975666,0.6676829268292718,0.94921875,0.25,0.0007381439208984375,1,256,2,256,256,256,6,768,256,258,0.0,0.001
spider,-2,-11,0.25,0.00048828125,2049,2048,ok,0,2.000609756097706,2048,1542,4096.0,1,0,WY,0.37646484375,0.6256097560977061,0.6676829268293165,0.94921875,0.25,0.0003676414489746094,1,512,2,512,512,512,6,1536,512,514,0.0,0.0
spider,-2,-12,0.25,0.000244140625,4097,4096,ok,0,2.000609756097028,4096,3078,8192.0,1,0,WY,0.375732421875,0.625609756097028,0.6676829268290904,0.94921875,0.25,0.00018346309661865234,1,1024,2,1024,1024,1024,6,3072,1024,1026,0.0,0.0
spider,-2,-13,0.25,0.0001220703125,8193,8192,ok,0,2.00060975609748,8192,6150,16384.0,1,0,WY,0.3753662109375,0.62560975609748,0.667682926829241,0.94921875,0.25,9.164214134216309e-05,1,2048,2,2048,2048,2048,6,6144,2048,2050,0.0,0.001
spider,-3,-3,0.125,0.125,13,12,ok,0,1.4146119385949891,10,12,22.62741699796952,1,0,push,0.4419417382415922,0.5313721925012391,0.6759296353364145,0.8381500244140625,0.15625,0.1875,1,2,2,2,2,2,6,6,4,5,0.0,0.0
spider,-3,-4,0.125,0.0625,25,24,ok,0,1.414611938594989,20,18,45.25483399593904,1,0,WY,0.39774756441743303,0.5313721925012389,0.6759296353364146,0.8381500244140625,0.15625,0.0703125,1,4,2,4,4,4,6,12,8,7,0.0,0.0
spider,-3,-5,0.125,0.03125,49,48,ok,0,1.4146119385949891,40,30,90.50966799187808,1,0,WY,0.33145630368119416,0.5313721925012391,0.6759296353364145,0.8381500244140625,0.15625,0.029296875,1,8,2,8,8,8,6,24,16,11,0.0,0.0
spider,-3,-6,0.125,0.015625,97,96,ok,0,1.4146119385949905,80,54,181.01933598375615,1,0,WY,0.29831067331307476,0.5313721925012405,0.6759296353364153,0.8381500244140625,0.15625,0.01318359375,1,16,2,16,16,16,6,48,32,19,0.0,0.0
spider,-3,-7,0.125,0.0078125,193,192,ok,0,1.4146119385949898,160,102,362.0386719675123,1,0,WY,0.28173785812901503,0.5313721925012398,0.6759296353364149,0.8381500244140625,0.15625,0.0062255859375,1,32,2,32,32,32,6,96,64,35,0.0,0.0
spider,-3,-8,0.125,0.00390625,385,384,ok,0,1.4146119385949898,320,198,724.0773439350246,1,0,WY,0.2734514505369852,0.5313721925012398,0.675929635336415,0.8381500244140625,0.15625,0.003021240234375,1,64,2,64,64,64,6,192,128,67,0.0,0.0
spider,-3,-9,0.125,0.001953125,769,768,ok,0,1.4146119385949878,640,390,1448.1546878700492,1,0,WY,0.26930824674097026,0.5313721925012378,0.6759296353364151,0.8381500244140625,0.15625,0.00148773193359375,1,128,2,128,128,128,6,384,256,131,0.0,0.0
spider,-3,-10,0.125,0.0009765625,1537,1536,ok,0,1.4146119385949918,1280,774,2896.3093757400984,1,0,WY,0.26723664484296283,0.5313721925012418,0.6759296353364181,0.8381500244140625,0.15625,0.0007381439208984375,1,256,2,256,256,256,6,768,512,259,0.0,0.0
spider,-3,-11,0.125,0.00048828125,3073,3072,ok,0,1.414611938595003,2560,1542,5792.618751480197,1,0,WY,0.2662008438939591,0.5313721925012529,0.6759296353364267,0.8381500244140625,0.15625,0.0003676414489746094,1,512,2,512,512,512,6,1536,1024,515,0.0,0.0
spider,-3,-12,0.125,0.000244140625,6145,6144,ok,0,1.4146119385952152,5120,3078,11585.237502960394,1,0,WY,0.2656829434194572,0.5313721925014652,0.6759296353365226,0.8381500244140625,0.15625,0.00018346309661865234,1,1024,2,1024,1024,1024,6,3072,2048,1027,0.0,0.001
spider,-3,-13,0.125,0.0001220703125,12289,12288,ok,0,1.4146119385951028,10240,6150,23170.475005920787,1,0,WY,0.2654239931822063,0.5313721925013528,0.6759296353364688,0.8381500244140625,0.15625,9.164214134216309e-05,1,2048,2,2048,2048,2048,6,6144,4096,2051,0.0,0.001
spider,-4,-3,0.0625,0.125,17,16,ok,0,1.0005643811996296,16,12,32.0,1,0,WY,0.375,0.46406956175223146,0.600639632026247,0.74765580939129,0.125,0.1875,1,2,2,2,2,2,6,6,10,8,0.0,0.0
spider,-4,-4,0.0625,0.0625,33,32,ok,0,1.0005643811996299,32,18,64.0,1,0,WY,0.28125,0.4640695617522317,0.6006396320262473,0.74765580939129,0.125,0.0703125,1,4,2,4,4,4,6,12,20,12,0.0,0.0
spider,-4,-5,0.0625,0.03125,65,64,ok,0,1.00056438119963,64,30,128.0,1,0,WY,0.234375,0.4640695617522319,0.6006396320262473,0.74765580939129,0.125,0.029296875,1,8,2,8,8,8,6,24,40,20,0.0,0.0
spider,-4,-6,0.0625,0.015625,129,128,ok,0,1.0005643811996294,128,54,256.0,1,0,WY,0.2109375,0.46406956175223124,0.6006396320262475,0.74765580939129,0.125,0.01318359375,1,16,2,16,16,16,6,48,80,36,0.0,0.0
spider,-4,-7,0.0625,0.0078125,257,256,ok,0,1.0005643811996294,256,102,512.0,1,0,WY,0.19921875,0.46406956175223124,0.6006396320262475,0.74765580939129,0.125,0.0062255859375,1,32,2,32,32,32,6,96,160,68,0.0,0.0
spider,-4,-8,0.0625,0.00390625,513,512,ok,0,1.0005643811996296,512,198,1024.0,1,0,WY,0.193359375,0.46406956175223146,0.6006396320262478,0.74765580939129,0.125,0.003021240234375,1,64,2,64,64,64,6,192,320,132,0.0,0.0
spider,-4,-9,0.0625,0.001953125,1025,1024,ok,0,1.0005643811996294,1024,390,2048.0,1,0,WY,0.1904296875,0.46406956175223124,0.6006396320262479,0.74765580939129,0.125,0.00148773193359375,1,128,2,128,128,128,6,384,640,260,0.0,0.0
spider,-4,-10,0.0625,0.0009765625,2049,2048,ok,0,1.0005643811996308,2048,774,4096.0,1,0,WY,0.18896484375,0.4640695617522326,0.6006396320262505,0.74765580939129,0.125,0.0007381439208984375,1,256,2,256,256,256,6,768,1280,516,0.0,0.0
spider,-4,-11,0.0625,0.00048828125,4097,4096,ok,0,1.0005643811996305,4096,1542,8192.0,1,0,WY,0.188232421875,0.46406956175223235,0.6006396320262544,0.74765580939129,0.125,0.0003676414489746094,1,512,2,512,512,512,6,1536,2560,1028,0.0,0.001
spider,-4,-12,0.0625,0.000244140625,8193,8192,ok,0,1.0005643811998701,8192,3078,16384.0,1,0,WY,0.1878662109375,0.46406956175247194,0.6006396320263916,0.74765580939129,0.125,0.00018346309661865234,1,1024,2,1024,1024,1024,6,3072,5120,2052,0.0,0.0
spider,-4,-13,0.0625,0.0001220703125,16385,16384,ok,0,1.000564381200478,16384,6150,32768.0,1,0,WY,0.18768310546875,0.4640695617530799,0.6006396320267563,0.74765580939129,0.125,9.164214134216309e-05,1,2048,2,2048,2048,2048,6,6144,10240,4100,0.0,0.001
spider,-5,-3,0.03125,0.125,23,22,ok,1,0.7076522898195119,16,12,45.25483399593904,1,0,WY,0.26516504294495535,0.42972612516938646,0.4952427601304482,0.8491433877570671,0.0625,0.1875,1,2,2,2,2,2,6,6,10,8,0.0,0.0
spider,-5,-4,0.03125,0.0625,45,44,ok,1,0.7076522898195123,32,18,90.50966799187808,1,0,WY,0.19887378220871652,0.4297261251693869,0.4952427601304486,0.8491433877570671,0.0625,0.0703125,1,4,2,4,4,4,6,12,20,12,0.0,0.0
spider,-5,-5,0.03125,0.03125,89,88,ok,1,0.7076522898195117,64,30,181.01933598375615,1,0,WY,0.16572815184059708,0.42972612516938624,0.495242760130448,0.8491433877570671,0.0625,0.029296875,1,8,2,8,8,8,6,24,40,20,0.0,0.0
spider,-5,-6,0.03125,0.015625,177,176,ok,1,0.7076522898195121,128,54,362.0386719675123,1,0,WY,0.14915533665653738,0.4297261251693867,0.4952427601304487,0.8491433877570671,0.0625,0.01318359375,1,16,2,16,16,16,6,48,80,36,0.0,0.0
spider,-5,-7,0.03125,0.0078125,353,352,ok,1,0.7076522898195122,256,102,724.0773439350246,1,0,WY,0.14086892906450751,0.4297261251693868,0.4952427601304484,0.8491433877570671,0.0625,0.0062255859375,1,32,2,32,32,32,6,96,160,68,0.0,0.0
spider,-5,-8,0.03125,0.00390625,705,704,ok,1,0.7076522898195113,512,198,1448.1546878700492,1,0,WY,0.1367257252684926,0.4297261251693859,0.4952427601304486,0.8491433877570671,0.0625,0.003021240234375,1,64,2,64,64,64,6,192,320,132,0.0,0.0
spider,-5,-9,0.03125,0.001953125,1409,1408,ok,1,0.7076522898195121,1024,390,2896.3093757400984,1,0,WY,0.13465412337048513,0.4297261251693867,0.4952427601304484,0.8491433877570671,0.0625,0.00148773193359375,1,128,2,128,128,128,6,384,640,260,0.0,0.0
spider,-5,-10,0.03125,0.0009765625,2817,2816,ok,1,0.7076522898195118,2048,774,5792.618751480197,1,0,WY,0.13361832242148142,0.42972612516938635,0.4952427601304502,0.8491433877570671,0.0625,0.0007381439208984375,1,256,2,256,256,256,6,768,1280,516,0.0,0.0
spider,-5,-11,0.03125,0.00048828125,5633,5632,ok,1,0.7076522898195091,4096,1542,11585.237502960394,1,0,WY,0.13310042194697955,0.4297261251693837,0.49524276013045354,0.8491433877570671,0.0625,0.0003676414489746094,1,512,2,512,512,512,6,1536,2560,1028,0.0,0.001
spider,-5,-12,0.03125,0.000244140625,11265,11264,ok,1,0.7076522898195162,8192,3078,23170.475005920787,1,0,WY,0.1328414717097286,0.4297261251693908,0.49524276013046065,0.8491433877570671,0.0625,0.00018346309661865234,1,1024,2,1024,1024,1024,6,3072,5120,2052,0.0,0.001
spider,-5,-13,0.03125,0.0001220703125,22529,22528,ok,1,0.7076522898197721,16384,6150,46340.950011841574,1,0,WY,0.13271199659110314,0.4297261251696467,0.4952427601306303,0.8491433877570671,0.0625,9.164214134216309e-05,1,2048,2,2048,2048,2048,6,6144,10240,4100,0.0,0.001
spider,-6,-3,0.015625,0.125,33,32,ok,1,0.5003217486175592,16,12,64.0,1,0,WY,0.1875,0.3588493674567209,0.3892208517482754,0.9037073481014204,0.03125,0.1875,1,2,2,2,2,2,6,6,10,8,0.0,0.0
spider,-6,-4,0.015625,0.0625,65,64,ok,1,0.5003217486175601,32,18,128.0,1,0,WY,0.140625,0.3588493674567218,0.3892208517482762,0.9037073481014204,0.03125,0.0703125,1,4,2,4,4,4,6,12,20,12,0.0,0.0
spider,-6,-5,0.015625,0.03125,129,128,ok,1,0.500321748617559,64,30,256.0,1,0,WY,0.1171875,0.3588493674567207,0.3892208517482752,0.9037073481014204,0.03125,0.029296875,1,8,2,8,8,8,6,24,40,20,0.0,0.0
spider,-6,-6,0.015625,0.015625,257,256,ok,1,0.5003217486175597,128,54,512.0,1,0,WY,0.10546875,0.35884936745672147,0.389220851748276,0.9037073481014204,0.03125,0.01318359375,1,16,2,16,16,16,6,48,80,36,0.0,0.0
spider,-6,-7,0.015625,0.0078125,513,512,ok,1,0.5003217486175591,256,102,1024.0,1,0,WY,0.099609375,0.3588493674567208,0.38922085174827575,0.9037073481014204,0.03125,0.0062255859375,1,32,2,32,32,32,6,96,160,68,0.0,0.0
spider,-6,-8,0.015625,0.00390625,1025,1024,ok,1,0.5003217486175598,512,198,2048.0,1,0,WY,0.0966796875,0.3588493674567216,0.38922085174827653,0.9037073481014204,0.03125,0.003021240234375,1,64,2,64,64,64,6,192,320,132,0.0,0.0
spider,-6,-9,0.015625,0.001953125,2049,2048,ok,1,0.500321748617559,1024,390,4096.0,1,0,WY,0.09521484375,0.3588493674567207,0.3892208517482758,0.9037073481014204,0.03125,0.00148773193359375,1,128,2,128,128,128,6,384,640,260,0.0,0.0
spider,-6,-10,0.015625,0.0009765625,4097,4096,ok,1,0.5003217486175612,2048,774,8192.0,1,0,WY,0.094482421875,0.3588493674567229,0.38922085174827714,0.9037073481014204,0.03125,0.0007381439208984375,1,256,2,256,256,256,6,768,1280,516,0.0,0.0
spider,-6,-11,0.015625,0.00048828125,8193,8192,ok,1,0.500321748617559,4096,1542,16384.0,1,0,WY,0.0941162109375,0.3588493674567207,0.3892208517482791,0.9037073481014204,0.03125,0.0003676414489746094,1,512,2,512,512,512,6,1536,2560,1028,0.0,0.001
spider,-6,-12,0.015625,0.000244140625,16385,16384,ok,1,0.5003217486175505,8192,3078,32768.0,1,0,WY,0.09393310546875,0.35884936745671225,0.3892208517482845,0.9037073481014204,0.03125,0.00018346309661865234,1,1024,2,1024,1024,1024,6,3072,5120,2052,0.0,0.001
spider,-6,-13,0.015625,0.0001220703125,32769,32768,ok,1,0.5003217486170027,16384,6150,65536.0,1,0,WY,0.093841552734375,0.35884936745616447,0.3892208517478426,0.9037073481014204,0.03125,9.164214134216309e-05,1,2048,2,2048,2048,2048,6,6144,10240,4100,0.0,0.001
spider,-7,-3,0.0078125,0.125,47,46,ok,1,0.35375700350467354,16,12,90.50966799187808,1,0,WY,0.13258252147247768,0.28238203323198063,0.2963358539535661,0.9319834462603485,0.015625,0.1875,1,2,2,2,2,2,6,6,10,8,0.0,0.0
spider,-7,-4,0.0078125,0.0625,93,92,ok,1,0.3537570035046738,32,18,181.01933598375615,1,0,WY,0.09943689110435826,0.2823820332319809,0.2963358539535664,0.9319834462603485,0.015625,0.0703125,1,4,2,4,4,4,6,12,20,12,0.0,0.0
spider,-7,-5,0.0078125,0.03125,185,184,ok,1,0.3537570035046737,64,30,362.0386719675123,1,0,WY,0.08286407592029854,0.2823820332319808,0.29633585395356626,0.9319834462603485,0.015625,0.029296875,1,8,2,8,8,8,6,24,40,20,0.0,0.0
spider,-7,-6,0.0078125,0.015625,369,368,ok,1,0.35375700350467415,128,54,724.0773439350246,1,0,WY,0.07457766832826869,0.28238203323198124,0.29633585395356676,0.9319834462603485,0.015625,0.01318359375,1,16,2,16,16,16,6,48,80,36,0.0,0.0
spider,-7,-7,0.0078125,0.0078125,737,736,ok,1,0.35375700350467376,256,102,1448.1546878700492,1,0,WY,0.07043446453225376,0.28238203323198086,0.2963358539535664,0.9319834462603485,0.015625,0.0062255859375,1,32,2,32,32,32,6,96,160,68,0.0,0.0
spider,-7,-8,0.0078125,0.00390625,1473,1472,ok,1,0.35375700350467393,512,198,2896.3093757400984,1,0,WY,0.0683628626342463,0.282382033231981,0.2963358539535665,0.9319834462603485,0.015625,0.003021240234375,1,64,2,64,64,64,6,192,320,132,0.0,0.0
spider,-7,-9,0.0078125,0.001953125,2945,2944,ok,1,0.35375700350467415,1024,390,5792.618751480197,1,0,WY,0.06732706168524256,0.28238203323198124,0.2963358539535669,0.9319834462603485,0.015625,0.00148773193359375,1,128,2,128,128,128,6,384,640,260,0.0,0.0
spider,-7,-10,0.0078125,0.0009765625,5889,5888,ok,1,0.3537570035046738,2048,774,11585.237502960394,1,0,WY,0.06680916121074071,0.2823820332319809,0.29633585395356704,0.9319834462603485,0.015625,0.0007381439208984375,1,256,2,256,256,256,6,768,1280,516,0.0,0.0
spider,-7,-11,0.0078125,0.00048828125,11777,11776,ok,1,0.3537570035046728,4096,1542,23170.475005920787,1,0,WY,0.06655021097348977,0.2823820332319799,0.2963358539535692,0.9319834462603485,0.015625,0.0003676414489746094,1,512,2,512,512,512,6,1536,2560,1028,0.0,0.001
spider,-7,-12,0.0078125,0.000244140625,23553,23552,ok,1,0.35375700350467243,8192,3078,46340.950011841574,1,0,WY,0.0664207358548643,0.2823820332319795,0.2963358539535711,0.9319834462603485,0.015625,0.00018346309661865234,1,1024,2,1024,1024,1024,6,3072,5120,2052,0.0,0.001
spider,-7,-13,0.0078125,0.0001220703125,47105,47104,ok,1,0.3537570035046845,16384,6150,92681.90002368315,1,0,WY,0.06635599829555157,0.28238203323199157,0.2963358539535771,0.9319834462603485,0.015625,9.164214134216309e-05,1,2048,2,2048,2048,2048,6,6144,10240,4100,0.0,0.002
spider,-8,-3,0.00390625,0.125,65,64,ok,1,0.25016604424046535,16,12,128.0,1,0,WY,0.09375,0.21431741628159512,0.2207555818423514,0.9463750089942664,0.0078125,0.1875,1,2,2,2,2,2,6,6,10,8,0.0,0.0
spider,-8,-4,0.00390625,0.0625,129,128,ok,1,0.2501660442404662,32,18,256.0,1,0,WY,0.0703125,0.21431741628159595,0.22075558184235222,0.9463750089942664,0.0078125,0.0703125,1,4,2,4,4,4,6,12,20,12,0.0,0.0
spider,-8,-5,0.00390625,0.03125,257,256,ok,1,0.25016604424046573,64,30,512.0,1,0,WY,0.05859375,0.2143174162815955,0.22075558184235178,0.9463750089942664,0.0078125,0.029296875,1,8,2,8,8,8,6,24,40,20,0.0,0.0
spider,-8,-6,0.00390625,0.015625,513,512,ok,1,0.25016604424046607,128,54,1024.0,1,0,WY,0.052734375,0.21431741628159584,0.22075558184235225,0.9463750089942664,0.0078125,0.01318359375,1,16,2,16,16,16,6,48,80,36,0.0,0.0
spider,-8,-7,0.00390625,0.0078125,1025,1024,ok,1,0.25016604424046585,256,102,2048.0,1,0,WY,0.0498046875,0.21431741628159562,0.22075558184235186,0.9463750089942664,0.0078125,0.0062255859375,1,32,2,32,32,32,6,96,160,68,0.0,0.0
spider,-8,-8,0.00390625,0.00390625,2049,2048,ok,1,0.2501660442404667,512,198,4096.0,1,0,WY,0.04833984375,0.21431741628159645,0.22075558184235267,0.9463750089942664,0.0078125,0.003021240234375,1,64,2,64,64,64,6,192,320,132,0.0,0.0
spider,-8,-9,0.00390625,0.001953125,4097,4096,ok,1,0.25016604424046596,1024,390,8192.0,1,0,WY,0.047607421875,0.21431741628159573,0.22075558184235214,0.9463750089942664,0.0078125,0.00148773193359375,1,128,2,128,128,128,6,384,640,260,0.0,0.0
spider,-8,-10,0.00390625,0.0009765625,8193,8192,ok,1,0.2501660442404666,2048,774,16384.0,1,0,WY,0.0472412109375,0.2143174162815963,0.22075558184235303,0.9463750089942718,0.0078125,0.0007381439208984375,1,256,2,256,256,256,6,768,1280,516,0.0,0.001
spider,-8,-11,0.00390625,0.00048828125,16385,16384,ok,1,0.25016604424046585,4096,1542,32768.0,1,0,WY,0.04705810546875,0.2143174162815955,0.22075558184235347,0.9463750089942735,0.0078125,0.0003676414489746094,1,512,2,512,512,512,6,1536,2560,1028,0.0,0.001
spider,-8,-12,0.00390625,0.000244140625,32769,32768,ok,1,0.25016604424046346,8192,3078,65536.0,1,0,WY,0.046966552734375,0.21431741628159312,0.2207555818423563,0.9463750089942735,0.0078125,0.00018346309661865234,1,1024,2,1024,1024,1024,6,3072,5120,2052,0.0,0.001
spider,-8,-13,0.00390625,0.0001220703125,65537,65536,ok,1,0.25016604424045874,16384,6150,131072.0,1,0,WY,0.0469207763671875,0.2143174162815884,0.22075558184235983,0.9463750089942735,0.0078125,9.164214134216309e-05,1,2048,2,2048,2048,2048,6,6144,10240,4100,0.0,0.001
spider,-9,-3,0.001953125,0.125,91,90,ok,1,0.17690016583635515,16,12,181.01933598375615,1,0,WY,0.06629126073623884,0.15893538415689967,0.16193695709207476,0.9536347980812199,0.00390625,0.1875,1,2,2,2,2,2,6,6,10,8,0.0,0.0
spider,-9,-4,0.001953125,0.0625,181,180,ok,1,0.1769001658363555,32,18,362.0386719675123,1,0,WY,0.04971844555217913,0.15893538415690003,0.16193695709207515,0.9536347980812199,0.00390625,0.0703125,1,4,2,4,4,4,6,12,20,12,0.0,0.0
spider,-9,-5,0.001953125,0.03125,361,360,ok,1,0.1769001658363556,64,30,724.0773439350246,1,0,WY,0.04143203796014927,0.15893538415690012,0.16193695709207517,0.95363479808122,0.00390625,0.029296875,1,8,2,8,8,8,6,24,40,20,0.0,0.0
spider,-9,-6,0.001953125,0.015625,721,720,ok,1,0.17690016583635595,128,54,1448.1546878700492,1,0,WY,0.037288834164134345,0.15893538415690048,0.16193695709207562,0.9536347980812201,0.00390625,0.01318359375,1,16,2,16,16,16,6,48,80,36,0.0,0.0
spider,-9,-7,0.001953125,0.0078125,1441,1440,ok,1,0.17690016583635498,256,102,2896.3093757400984,1,0,WY,0.03521723226612688,0.1589353841568995,0.16193695709207476,0.9536347980812201,0.00390625,0.0062255859375,1,32,2,32,32,32,6,96,160,68,0.0,0.0
spider,-9,-8,0.001953125,0.00390625,2881,2880,ok,1,0.17690016583635562,512,198,5792.618751480197,1,0,WY,0.03418143131712315,0.15893538415690014,0.16193695709207545,0.9536347980812201,0.00390625,0.003021240234375,1,64,2,64,64,64,6,192,320,132,0.0,0.0
spider,-9,-9,0.001953125,0.001953125,5761,5760,ok,1,0.17690016583635507,1024,390,11585.237502960394,1,0,WY,0.03366353084262128,0.1589353841568996,0.1619369570920752,0.9536347980812201,0.00390625,0.00148773193359375,1,128,2,128,128,128,6,384,640,260,0.0,0.0
spider,-9,-10,0.001953125,0.0009765625,11521,11520,ok,1,0.17690016583635607,2048,774,23170.475005920787,1,0,WY,0.033404580605370354,0.1589353841569006,0.1619369570920759,0.9536347980812201,0.00390625,0.0007381439208984375,1,256,2,256,256,256,6,768,1280,516,0.0,0.001
spider,-9,-11,0.001953125,0.00048828125,23041,23040,ok,1,0.17690016583635582,4096,1542,46340.950011841574,1,0,WY,0.03327510548674489,0.15893538415690034,0.16193695709207678,0.9536347980812201,0.00390625,0.0003676414489746094,1,512,2,512,512,512,6,1536,2560,1028,0.0,0.001
spider,-9,-12,0.001953125,0.000244140625,46081,46080,ok,1,0.17690016583635548,8192,3078,92681.90002368315,1,0,WY,0.03321036792743215,0.1589353841569,0.16193695709207878,0.9536347980812201,0.00390625,0.00018346309661865234,1,1024,2,1024,1024,1024,6,3072,5120,2052,0.0,0.001
spider,-9,-13,0.001953125,0.0001220703125,92161,92160,ok,1,0.17690016583635929,16384,6150,185363.8000473663,1,0,WY,0.033177999147775784,0.1589353841569038,0.16193695709207961,0.9536347980812201,0.00390625,9.164214134216309e-05,1,2048,2,2048,2048,2048,6,6144,10240,4100,0.0,0.002
spider,-10,-3,0.0009765625,0.125,129,128,ok,1,0.12508367541015022,16,12,256.0,1,0,WY,0.046875,0.11609114483301802,0.11750808142268228,0.9572807736125312,0.001953125,0.1875,1,2,2,2,2,2,6,6,10,8,0.0,0.0
spider,-10,-4,0.0009765625,0.0625,257,256,ok,1,0.12508367541015036,32,18,512.0,1,0,WY,0.03515625,0.11609114483301816,0.11750808142268244,0.9572807736125312,0.001953125,0.0703125,1,4,2,4,4,4,6,12,20,12,0.0,0.0
spider,-10,-5,0.0009765625,0.03125,513,512,ok,1,0.1250836754101499,64,30,1024.0,1,0,WY,0.029296875,0.11609114483301769,0.11750808142268197,0.9572807736125312,0.001953125,0.029296875,1,8,2,8,8,8,6,24,40,20,0.0,0.0
spider,-10,-6,0.0009765625,0.015625,1025,1024,ok,1,0.12508367541015022,128,54,2048.0,1,0,WY,0.0263671875,0.11609114483301802,0.11750808142268235,0.9572807736125312,0.001953125,0.01318359375,1,16,2,16,16,16,6,48,80,36,0.0,0.0
spider,-10,-7,0.0009765625,0.0078125,2049,2048,ok,1,0.1250836754101502,256,102,4096.0,1,0,WY,0.02490234375,0.116091144833018,0.11750808142268225,0.9572807736125312,0.001953125,0.0062255859375,1,32,2,32,32,32,6,96,160,68,0.0,0.0
spider,-10,-8,0.0009765625,0.00390625,4097,4096,ok,1,0.12508367541015047,512,198,8192.0,1,0,WY,0.024169921875,0.11609114483301827,0.11750808142268254,0.9572807736125312,0.001953125,0.003021240234375,1,64,2,64,64,64,6,192,320,132,0.0,0.0
spider,-10,-9,0.0009765625,0.001953125,8193,8192,ok,1,0.12508367541015064,1024,390,16384.0,1,0,WY,0.0238037109375,0.11609114483301844,0.11750808142268267,0.9572807736125312,0.001953125,0.00148773193359375,1,128,2,128,128,128,6,384,640,260,0.0,0.0
spider,-10,-10,0.0009765625,0.0009765625,16385,16384,ok,1,0.12508367541015028,2048,774,32768.0,1,0,WY,0.02362060546875,0.11609114483301805,0.11750808142268243,0.9572807736125367,0.001953125,0.0007381439208984375,1,256,2,256,256,256,6,768,1280,516,0.0,0.001
spider,-10,-11,0.0009765625,0.00048828125,32769,32768,ok,1,0.1250836754101497,4096,1542,65536.0,1,0,WY,0.023529052734375,0.11609114483301747,0.11750808142268265,0.9572807736125383,0.001953125,0.0003676414489746094,1,512,2,512,512,512,6,1536,2560,1028,0.0,0.001
spider,-10,-12,0.0009765625,0.000244140625,65537,65536,ok,1,0.12508367541014853,8192,3078,131072.0,1,0,WY,0.0234832763671875,0.1160911448330163,0.11750808142268414,0.9572807736125383,0.001953125,0.00018346309661865234,1,1024,2,1024,1024,1024,6,3072,5120,2052,0.0,0.001
spider,-10,-13,0.0009765625,0.0001220703125,131073,131072,ok,1,0.1250836754101465,16384,6150,262144.0,1,0,WY,0.02346038818359375,0.11609114483301428,0.11750808142268576,0.9572807736125383,0.001953125,9.164214134216309e-05,1,2048,2,2048,2048,2048,6,6144,10240,4100,0.001,0.002
spider,-11,-3,0.00048828125,0.125,183,182,ok,1,0.08844507828049243,16,12,362.0386719675123,1,0,WY,0.03314563036811942,0.08394627520207631,0.08462333434134295,0.9591077915320843,0.0009765625,0.1875,1,2,2,2,2,2,6,6,10,8,0.0,0.0
spider,-11,-4,0.00048828125,0.0625,365,364,ok,1,0.08844507828049329,32,18,724.0773439350246,1,0,WY,0.024859222776089564,0.08394627520207718,0.08462333434134381,0.9591077915320843,0.0009765625,0.0703125,1,4,2,4,4,4,6,12,20,12,0.0,0.0
spider,-11,-5,0.00048828125,0.03125,729,728,ok,1,0.08844507828049263,64,30,1448.1546878700492,1,0,WY,0.020716018980074635,0.08394627520207651,0.08462333434134314,0.9591077915320843,0.0009765625,0.029296875,1,8,2,8,8,8,6,24,40,20,0.0,0.0
