graph,alpha_log2,eps_log2,alpha,eps,n,edges,status,triv,lvl0_over_eps,W_push,W_WY,W_target,E_expansions,tightenings,winner,ratio_to_target,err_push_over_eps,err_wy_over_eps,push_maxrd_over_eps,const_push,const_wy,wy_S,wy_volS,wy_nnzlu,wy_C_adj,wy_R_adj,wy_C_rec,wy_C_resp,push_C_adj,push_R_adj,n_push,wall_push,wall_wy
caterpillar,-8,-5,0.00390625,0.03125,16,15,ok,0,1.5685304475371307,1113,792,512.0,14,4,WY,1.546875,0.8082578702390858,0.8736373382440695,0.9213955224092949,0.1358642578125,0.7734375,10,19,38,19,36,113,624,29,1084,588,0.0,0.004
caterpillar,-8,-6,0.00390625,0.015625,32,31,ok,0,2.7304158861946197,3310,3073,1024.0,24,4,WY,3.0009765625,0.735631784167659,0.5368818432672062,0.9791901324410889,0.2020263671875,0.750244140625,20,39,78,39,67,435,2532,43,3267,1717,0.0,0.007
caterpillar,-8,-7,0.00390625,0.0078125,64,63,ok,0,5.413471361608379,8180,3063,2048.0,23,3,WY,1.49560546875,0.7132612003222452,0.9251646008789003,0.9994068292337888,0.2496337890625,0.18695068359375,20,39,78,39,65,433,2526,59,8121,4200,0.0,0.01
caterpillar,-8,-8,0.00390625,0.00390625,128,127,ok,0,10.82661145200593,14778,6061,4096.0,31,3,WY,1.479736328125,0.7697142489178409,0.9120317360423639,0.9995598292299706,0.225494384765625,0.0924835205078125,28,55,110,55,90,858,5058,75,14703,7543,0.0,0.011
caterpillar,-8,-9,0.00390625,0.001953125,256,255,ok,0,21.653222895896793,23984,10067,8192.0,39,3,WY,1.2288818359375,0.8068066567993858,0.8995905867332524,0.9995620829137042,0.1829833984375,0.038402557373046875,36,71,142,71,115,1427,8454,90,23894,12195,0.0,0.012
caterpillar,-8,-10,0.00390625,0.0009765625,512,511,ok,0,43.306445791793585,36291,19257,16384.0,50,4,WY,1.17535400390625,0.7985335242558685,0.5221960614910244,0.9998416615762539,0.13843917846679688,0.018364906311035156,50,99,198,99,149,2737,16272,106,36185,18402,0.0,0.017
caterpillar,-8,-11,0.00390625,0.00048828125,1024,1023,ok,0,86.61289158358717,51600,24809,32768.0,53,4,WY,0.757110595703125,0.7756670598275927,0.5150727280821354,0.9999822785607426,0.098419189453125,0.005914926528930664,58,115,230,115,158,3530,21006,122,51478,26116,0.0,0.019
caterpillar,-8,-12,0.00390625,0.000244140625,2048,2047,ok,0,173.22578316717434,69019,30945,65536.0,57,4,WY,0.4721832275390625,0.8345717859003988,0.508046564840921,0.998328729869761,0.06582164764404297,0.0018444657325744629,66,131,262,131,170,4406,26238,138,68881,34875,0.0,0.022
caterpillar,-8,-13,0.00390625,0.0001220703125,4096,4095,ok,0,346.4515663343487,90296,37529,131072.0,61,4,WY,0.28632354736328125,0.7891616865044094,0.50111624625853,0.9999799998768865,0.043056488037109375,0.0005592256784439087,74,147,294,147,182,5346,31854,154,90142,45575,0.001,0.023
caterpillar,-9,-3,0.001953125,0.125,4,3,ok,0,1.3428504750932704,1324,194,181.01933598375615,11,7,WY,1.071708715235861,0.7493804991837059,2.4424906541753444e-15,0.9987402825443071,0.3232421875,3.03125,4,6,14,6,20,30,138,6,1318,882,0.0,0.004
caterpillar,-9,-4,0.001953125,0.0625,8,7,ok,0,1.2003279687146629,2223,542,362.0386719675123,14,6,WY,1.4970776382933937,0.7495400160019337,4.710277376051325e-16,0.9989528828224219,0.2713623046875,2.1171875,8,14,30,14,30,78,420,14,2209,1267,0.0,0.004
caterpillar,-9,-5,0.001953125,0.03125,16,15,ok,0,1.3319719219450248,3409,1920,724.0773439350246,21,5,WY,2.6516504294495533,0.7637547603071251,2.220446049250313e-15,0.9992332571369256,0.20806884765625,1.875,16,30,62,30,52,272,1566,30,3379,1811,0.0,0.009
caterpillar,-9,-6,0.001953125,0.015625,32,31,ok,0,2.0234875316695913,5684,1486,1448.1546878700492,18,4,WY,1.026133473479697,0.737805452178897,0.9303687953924253,0.9276162383356841,0.1734619140625,0.36279296875,14,27,54,27,48,211,1200,51,5633,2935,0.0,0.006
caterpillar,-9,-7,0.001953125,0.0078125,64,63,ok,0,3.8802369781437163,15060,5094,2896.3093757400984,30,4,WY,1.7587900114083366,0.7332777925723573,0.771933462829542,0.9469022619689985,0.22979736328125,0.3109130859375,26,51,102,51,85,722,4236,71,14989,7700,0.0,0.011
caterpillar,-9,-8,0.001953125,0.00390625,128,127,ok,0,7.75437946644635,31012,10886,5792.618751480197,42,4,WY,1.8792881884757708,0.7725176870589516,0.7215563681344194,0.9996930605492025,0.236602783203125,0.166107177734375,38,75,150,75,122,1545,9144,95,30917,15767,0.0,0.014
caterpillar,-9,-9,0.001953125,0.001953125,256,255,ok,0,15.508754838866635,54200,18862,11585.237502960394,54,4,WY,1.628106458342366,0.7732638821758803,0.6817495917654846,0.999804284648693,0.206756591796875,0.07195281982421875,50,99,198,99,159,2680,15924,118,54082,27465,0.0,0.017
caterpillar,-9,-10,0.001953125,0.0009765625,512,511,ok,0,31.01750967773235,84054,27303,23170.475005920787,64,4,WY,1.1783530546103704,0.8047159043810362,0.7299018650761909,0.999954204139272,0.16032028198242188,0.026038169860839844,60,119,238,119,190,3882,23112,139,83915,42495,0.001,0.021
caterpillar,-9,-11,0.001953125,0.00048828125,1024,1023,ok,0,62.0350193554647,123098,38538,46340.950011841574,70,4,WY,0.8316186869313712,0.7948384586712033,0.6896456138517834,0.9998017290926728,0.11739540100097656,0.009188175201416016,72,143,286,143,209,5486,32700,162,122936,62130,0.001,0.028
caterpillar,-9,-12,0.001953125,0.000244140625,2048,2047,ok,0,124.0700387109294,169897,48085,92681.90002368315,73,4,WY,0.518817589925463,0.7915282955363144,0.7383555866788022,0.9997605221893825,0.08101320266723633,0.002866089344024658,82,163,326,163,218,6850,40854,183,169714,85644,0.001,0.026
caterpillar,-9,-13,0.001953125,0.0001220703125,4096,4095,ok,0,248.1400774218588,223450,60803,185363.8000473663,79,4,WY,0.32801981824100995,0.8433074366832519,0.6976330876519178,0.9990808477673832,0.05327463150024414,0.000906035304069519,94,187,374,187,236,8666,51714,206,223244,112525,0.001,0.036
caterpillar,-10,-3,0.0009765625,0.125,4,3,ok,0,1.3380997493025242,2647,204,256.0,12,8,WY,0.796875,0.7501199653453592,6.751397572340232e-15,0.9999428934120628,0.3231201171875,3.1875,4,6,14,6,22,32,144,6,2641,1764,0.0,0.003
caterpillar,-10,-4,0.0009765625,0.0625,8,7,ok,0,1.1718113505177707,4487,552,512.0,15,7,WY,1.078125,0.7498082477393764,1.4130832128153974e-14,0.9995273601382657,0.27386474609375,2.15625,8,14,30,14,32,80,426,14,4473,2561,0.0,0.005
caterpillar,-10,-5,0.0009765625,0.03125,16,15,ok,0,1.2033444694428943,7636,1930,1024.0,22,6,WY,1.884765625,0.7504294622025818,4.7433079597461246e-15,0.9999933284925315,0.2330322265625,1.884765625,16,30,62,30,54,274,1572,30,7606,4064,0.0,0.007
caterpillar,-10,-6,0.0009765625,0.015625,32,31,ok,0,1.5786815404358496,8434,2414,2048.0,23,5,WY,1.1787109375,0.7978609241617439,0.8886917502048705,0.9372477599878591,0.128692626953125,0.58935546875,18,35,70,35,62,343,1974,58,8376,4341,0.0,0.008
caterpillar,-10,-7,0.0009765625,0.0078125,64,63,ok,0,2.7883652941551453,26946,10602,4096.0,43,5,WY,2.58837890625,0.7217587512775836,0.5774286301725359,0.9305932566304751,0.2055816650390625,0.6470947265625,38,75,150,75,123,1506,8898,87,26859,13734,0.0,0.015
caterpillar,-10,-8,0.0009765625,0.00390625,128,127,ok,0,5.533505434012991,62425,21512,8192.0,59,5,WY,2.6259765625,0.7588141250822726,0.5097488308013977,0.968809632213221,0.23813247680664062,0.3282470703125,54,107,214,107,172,3059,18174,119,62306,31645,0.0,0.02
caterpillar,-10,-9,0.0009765625,0.001953125,256,255,ok,0,11.066708818294527,116878,36230,16384.0,75,5,WY,2.2113037109375,0.7873690934911899,0.5018768736065035,0.9998509579919362,0.22292709350585938,0.13820648193359375,70,139,278,139,221,5156,30714,151,116727,59067,0.001,0.026
caterpillar,-10,-10,0.0009765625,0.0009765625,512,511,ok,0,22.133417629209603,192442,54756,32768.0,91,5,WY,1.6710205078125,0.7998214517251157,0.4949478132340901,0.999802616323709,0.18352699279785156,0.052219390869140625,86,171,342,171,270,7797,46518,183,192259,97060,0.001,0.037
caterpillar,-10,-11,0.0009765625,0.00048828125,1024,1023,ok,0,44.266835258419206,288200,54746,65536.0,90,4,WY,0.835357666015625,0.826580874767752,0.9898956264681802,0.9998650184640347,0.13742446899414062,0.01305246353149414,86,171,342,171,268,7795,46512,214,287986,145150,0.001,0.032
caterpillar,-10,-12,0.0009765625,0.000244140625,2048,2047,ok,0,88.53367051683841,409445,75619,131072.0,97,4,WY,0.5769271850585938,0.8136167395327618,0.976228916067423,0.9997838050436566,0.09761929512023926,0.004507243633270264,102,203,406,203,290,10776,64350,246,409199,206003,0.002,0.039
caterpillar,-10,-13,0.0009765625,0.0001220703125,4096,4095,ok,0,177.06734103367683,552148,123948,262144.0,119,5,WY,0.4728240966796875,0.8348077455426998,0.5185965965868055,0.9999322971308077,0.06582117080688477,0.0018469691276550293,132,263,526,263,356,17675,105654,278,551870,277580,0.004,0.044
caterpillar,-11,-3,0.00048828125,0.125,4,3,ok,0,1.3357185109211984,5299,214,362.0386719675123,13,9,WY,0.5910970748981296,0.7500011914209229,4.929390229335695e-14,0.9998930785004833,0.32342529296875,3.34375,4,6,14,6,24,34,150,6,5293,3532,0.0,0.005
caterpillar,-11,-4,0.00048828125,0.0625,8,7,ok,0,1.1573897463559468,9013,562,724.0773439350246,16,8,WY,0.7761601777867964,0.7500054770579774,7.327471962526033e-15,0.9998987920628781,0.275054931640625,2.1953125,8,14,30,14,34,82,432,14,8999,5147,0.0,0.004
caterpillar,-11,-5,0.00048828125,0.03125,16,15,ok,0,1.13607399332076,15762,1940,1448.1546878700492,23,7,WY,1.3396358940448265,0.7498540186015439,6.025283084001834e-15,0.9996970714440596,0.240509033203125,1.89453125,16,30,62,30,56,276,1578,30,15732,8398,0.0,0.008
caterpillar,-11,-6,0.00048828125,0.015625,32,31,ok,0,1.3212109034662987,24506,4932,2896.3093757400984,32,6,WY,1.7028567601621352,0.762681504371975,0.8957291369455342,0.9997006303291093,0.1869659423828125,1.2041015625,26,51,102,51,88,701,4092,62,24444,12625,0.0,0.011
caterpillar,-11,-7,0.00048828125,0.0078125,64,63,ok,0,2.048572608555956,43936,4922,5792.618751480197,31,5,WY,0.8497020451660613,0.7439413206411005,0.9821957001343183,0.9435808831681115,0.1676025390625,0.3004150390625,26,51,102,51,86,699,4086,102,43834,22340,0.0,0.014
caterpillar,-11,-8,0.00048828125,0.00390625,128,127,ok,0,3.940877439627814,117491,19611,11585.237502960394,57,5,WY,1.6927577009093486,0.7501247272447285,0.7831429125413402,0.9845754283577047,0.22409629821777344,0.2992401123046875,52,103,206,103,165,2789,16554,146,117345,59426,0.001,0.019
caterpillar,-11,-9,0.00048828125,0.001953125,256,255,ok,0,7.876038473633273,246748,41961,23170.475005920787,81,5,WY,1.8109684842143996,0.776377039145513,0.732666661071076,0.9631010673400633,0.23531723022460938,0.16006851196289062,76,151,302,151,238,5974,35598,191,246557,124439,0.001,0.031
caterpillar,-11,-10,0.00048828125,0.0009765625,512,511,ok,0,15.752073110824304,427139,69928,46340.950011841574,103,5,WY,1.5089893492069366,0.806013410691501,0.7368257969632673,0.999954737103883,0.2036757469177246,0.06668853759765625,98,195,390,195,305,9962,59466,235,426904,215035,0.002,0.042
caterpillar,-11,-11,0.00048828125,0.00048828125,1024,1023,ok,0,31.50414622164774,674069,104979,92681.90002368315,125,5,WY,1.1326807065152371,0.8085235939043068,0.7410192226771751,0.9477511739145402,0.16071057319641113,0.02502894401550293,120,239,478,239,372,14962,89406,282,673787,338942,0.003,0.049
caterpillar,-11,-12,0.00048828125,0.000244140625,2048,2047,ok,0,63.00829244329548,979720,147114,185363.8000473663,147,5,WY,0.7936501083944532,0.8250823385289342,0.7452365140358442,0.9997587399135561,0.1167917251586914,0.008768677711486816,142,283,566,283,439,20974,125418,326,979394,492205,0.004,0.051
caterpillar,-11,-13,0.00048828125,0.0001220703125,4096,4095,ok,0,126.01658488659096,1350199,193848,370727.6000947326,157,5,WY,0.5228852665689464,0.8259776451402558,0.7494778068587928,0.999943413074688,0.08047813177108765,0.0028885602951049805,164,327,654,327,470,27649,165402,370,1349829,677907,0.006,0.062
caterpillar,-12,-3,0.000244140625,0.125,4,3,ok,0,1.3345264155744436,10603,224,512.0,14,10,WY,0.4375,0.7499418327347976,1.7763568394002505e-14,0.9998681936465454,0.323577880859375,3.5,4,6,14,6,26,36,156,6,10597,7068,0.0,0.004
caterpillar,-12,-4,0.000244140625,0.0625,8,7,ok,0,1.1501374214145974,18071,572,1024.0,17,9,WY,0.55859375,0.7499985636062355,6.640631143644575e-14,0.9999438307038315,0.2757415771484375,2.234375,8,14,30,14,36,84,438,14,18057,10323,0.0,0.005
caterpillar,-12,-5,0.000244140625,0.03125,16,15,ok,0,1.1016457966502275,31988,1950,2048.0,24,8,WY,0.9521484375,0.749962312924164,2.845984775847675e-14,0.9998954990831568,0.244049072265625,1.904296875,16,30,62,30,58,278,1584,30,31958,17052,0.0,0.007
caterpillar,-12,-6,0.000244140625,0.015625,32,31,ok,0,1.18116805380159,56446,7404,4096.0,39,7,WY,1.8076171875,0.7506666183642154,3.422873581762744e-14,0.9999470227224455,0.21532440185546875,1.8076171875,32,62,126,62,104,1052,6186,62,56384,29109,0.0,0.014
caterpillar,-12,-7,0.000244140625,0.0078125,64,63,ok,0,1.584938531508746,64971,9327,8192.0,42,6,WY,1.1385498046875,0.7973835099637975,0.8814943921249064,0.95742768848668,0.12392234802246094,0.56927490234375,36,71,142,71,118,1326,7812,115,64856,32979,0.0,0.013
caterpillar,-12,-8,0.000244140625,0.00390625,128,127,ok,0,2.8180919717454174,209977,39286,16384.0,80,6,WY,2.3978271484375,0.735527513622726,0.6010418143637849,0.9686498700800263,0.20024967193603516,0.599456787109375,74,147,294,147,233,5594,33312,175,209802,106025,0.001,0.028
caterpillar,-12,-9,0.000244140625,0.001953125,256,255,ok,0,5.594858954606754,492676,83811,32768.0,114,6,WY,2.557708740234375,0.7680671352382014,0.5152719581380238,0.9752202979844871,0.2349262237548828,0.3197135925292969,108,215,430,215,336,11944,71316,239,492437,248079,0.003,0.045
caterpillar,-12,-10,0.000244140625,0.0009765625,512,511,ok,0,11.189429188504233,929394,137134,65536.0,144,6,WY,2.092498779296875,0.80024438107568,0.5302713262716222,0.9999824370739907,0.22158479690551758,0.1307811737060547,138,275,550,275,427,19552,116880,303,929091,467223,0.005,0.071
caterpillar,-12,-11,0.000244140625,0.00048828125,1024,1023,ok,0,22.378858369959495,1529279,208220,131072.0,176,6,WY,1.588592529296875,0.8082371774416615,0.5229278521217686,0.9999984793008007,0.1823042631149292,0.049643516540527344,170,339,678,339,524,29697,177660,366,1528913,768025,0.006,0.06
caterpillar,-12,-12,0.000244140625,0.000244140625,2048,2047,ok,0,44.75771673991899,2311589,294090,262144.0,208,6,WY,1.1218643188476562,0.8299473844482274,0.5156861108782006,0.9999040723782743,0.13778144121170044,0.01752912998199463,202,403,806,403,621,41954,251112,431,2311158,1160043,0.009,0.078
caterpillar,-12,-13,0.000244140625,0.0001220703125,4096,4095,ok,0,89.51543347983798,3264998,394744,524288.0,240,6,WY,0.7529144287109375,0.8325777858816915,0.5085446565404181,0.999972678500513,0.09730452299118042,0.005882143974304199,234,467,934,467,718,56323,337236,491,3264507,1637667,0.013,0.098
caterpillar,-13,-3,0.0001220703125,0.125,4,3,ok,0,1.3339299979463477,21208,234,724.0773439350246,15,11,WY,0.32316989608916435,0.7499731942578721,1.5987211554602254e-14,0.999937133061026,0.3236083984375,3.65625,4,6,14,6,28,38,162,6,21202,14138,0.0,0.004
caterpillar,-13,-4,0.0001220703125,0.0625,8,7,ok,0,1.146500789186905,36187,582,1448.1546878700492,18,10,WY,0.40189076821344794,0.7499952869143622,4.223548713859354e-14,0.9999665891359519,0.27608489990234375,2.2734375,8,14,30,14,38,86,444,14,36173,20675,0.0,0.005
caterpillar,-13,-5,0.0001220703125,0.03125,16,15,ok,0,1.0842261835766211,64448,1960,2896.3093757400984,25,9,WY,0.6767232866824381,0.7499828460017385,3.952393967665557e-14,0.999950001702127,0.245849609375,1.9140625,16,30,62,30,60,280,1590,30,64418,34364,0.0,0.009
caterpillar,-13,-6,0.0001220703125,0.015625,32,31,ok,0,1.1078937088531213,117313,7414,5792.618751480197,40,8,WY,1.2799047059856112,0.7500079544183795,3.219646771412954e-15,0.9999848987575589,0.2237567901611328,1.81005859375,32,62,126,62,106,1054,6192,62,117251,60522,0.001,0.013
caterpillar,-13,-7,0.0001220703125,0.0078125,64,63,ok,0,1.3168226155002951,189441,19281,11585.237502960394,59,7,WY,1.664273174811746,0.7578368835434183,0.8803639178712932,0.999975950512787,0.1806650161743164,1.17681884765625,52,103,206,103,168,2744,16266,126,189315,96148,0.001,0.019
caterpillar,-13,-8,0.0001220703125,0.00390625,128,127,ok,0,2.061487808124998,340139,19271,23170.475005920787,58,6,WY,0.8317050036771215,0.7543923099810148,0.9850529349863022,0.9911903630524802,0.16219091415405273,0.2940521240234375,52,103,206,103,166,2742,16260,203,339936,171536,0.002,0.023
caterpillar,-13,-9,0.0001220703125,0.001953125,256,255,ok,0,3.9716460219321297,929567,80006,46340.950011841574,112,6,WY,1.726464390124845,0.7568235267156602,0.7650621421095408,0.9980232965278751,0.22162604331970215,0.30519866943359375,106,211,422,211,329,11402,68064,291,929276,467518,0.006,0.06
caterpillar,-13,-10,0.0001220703125,0.0009765625,512,511,ok,0,7.937753563857759,1956721,164805,92681.90002368315,158,6,WY,1.7781789104225003,0.7839937278323758,0.7383538964885479,0.9670411692410257,0.23325932025909424,0.15717029571533203,152,303,606,303,468,23502,140532,383,1956338,982640,0.009,0.053
caterpillar,-13,-11,0.0001220703125,0.00048828125,1024,1023,ok,0,15.875503411547232,3411385,274345,185363.8000473663,202,6,WY,1.4800354758043166,0.8073588460490981,0.7425302895999031,0.9999995210809205,0.20333439111709595,0.06540894508361816,196,391,782,391,601,39137,234216,474,3410911,1711613,0.014,0.075
caterpillar,-13,-12,0.0001220703125,0.000244140625,2048,2047,ok,0,31.751006823093615,5368349,411605,370727.6000947326,246,6,WY,1.1102626292048985,0.8276078644926818,0.746740572844325,0.999971027702562,0.15998926758766174,0.024533569812774658,240,479,958,479,734,58732,351660,566,5367783,2691807,0.023,0.101
caterpillar,-13,-13,0.0001220703125,0.0001220703125,4096,4095,ok,0,63.50201364618723,7819514,584576,741455.2001894652,292,6,WY,0.7884171556833406,0.8290788966600644,0.7278698969744052,0.9999872357125399,0.11651983857154846,0.008710861206054688,286,571,1142,571,873,83428,499704,651,7818863,3919213,0.031,0.118
caterpillar,-14,-3,6.103515625e-05,0.125,4,3,ok,0,1.3336316965287953,42418,244,1024.0,16,12,WY,0.23828125,0.7499888743524697,2.6691571797624174e-14,0.9999716025919456,0.3236236572265625,3.8125,4,6,14,6,30,40,168,6,42412,28278,0.0,0.004
caterpillar,-14,-4,6.103515625e-05,0.0625,8,7,ok,0,1.144679844398228,72419,592,2048.0,19,11,WY,0.2890625,0.7499936935290185,5.671173960765795e-13,0.9999780280715637,0.2762565612792969,2.3125,8,14,30,14,40,88,450,14,72405,41379,0.0,0.005
caterpillar,-14,-5,6.103515625e-05,0.03125,16,15,ok,0,1.0754640513771228,129368,1970,4096.0,26,10,WY,0.48095703125,0.7499944006194484,1.2878587085651816e-13,0.9999789708448235,0.2467498779296875,1.923828125,16,30,62,30,62,282,1596,30,129338,68988,0.001,0.008
caterpillar,-14,-6,6.103515625e-05,0.015625,32,31,ok,0,1.0703808139104813,239026,7424,8192.0,41,9,WY,0.90625,0.7499862191100775,6.499613879976447e-14,0.9999680623153732,0.2279529571533203,1.8125,32,62,126,62,108,1056,6198,62,238964,123342,0.001,0.013
caterpillar,-14,-7,6.103515625e-05,0.0078125,64,63,ok,0,1.1709867118135848,431171,29094,16384.0,72,8,WY,1.7757568359375,0.7510153859796387,1.1324274851176597e-14,0.999998189635324,0.2055983543395996,1.7757568359375,64,126,254,126,202,4142,24624,126,431045,218926,0.002,0.029
caterpillar,-14,-8,6.103515625e-05,0.00390625,128,127,ok,0,1.5883321877297452,510231,36751,32768.0,79,7,WY,1.121551513671875,0.7973249434565582,0.87825440684899,0.9667179909893928,0.12164855003356934,0.5607757568359375,72,143,286,143,228,5234,31146,231,510000,257089,0.002,0.032
caterpillar,-14,-9,6.103515625e-05,0.001953125,256,255,ok,0,2.8331232742999064,1657678,155203,65536.0,155,7,WY,2.3682098388671875,0.7406253786002535,0.6025413376780514,0.9701255248540007,0.19761061668395996,0.5920524597167969,148,295,590,295,457,22133,132318,351,1657327,832991,0.006,0.058
caterpillar,-14,-10,6.103515625e-05,0.0009765625,512,511,ok,0,5.625833637354604,3894512,324868,131072.0,221,7,WY,2.478546142578125,0.7778984289389657,0.5296212441327632,0.9944155210819173,0.2321310043334961,0.3098182678222656,214,427,854,427,656,46351,277434,479,3894033,1954212,0.015,0.082
caterpillar,-14,-11,6.103515625e-05,0.00048828125,1024,1023,ok,0,11.25138492800964,7426287,548618,262144.0,285,7,WY,2.0928115844726562,0.8022253982637473,0.521530163161565,0.999996512216973,0.22132059931755066,0.13080072402954102,278,555,1110,555,849,78296,468918,610,7425677,3723314,0.029,0.107
caterpillar,-14,-12,6.103515625e-05,0.000244140625,2048,2047,ok,0,22.502769849127098,12236289,821049,524288.0,347,7,WY,1.5660266876220703,0.8232880218088567,0.5257932156402214,0.9977989282865867,0.18233491480350494,0.0489383339881897,340,679,1358,679,1036,117196,702138,735,12235554,6131685,0.058,0.149
caterpillar,-14,-13,6.103515625e-05,0.0001220703125,4096,4095,ok,0,45.005539698254196,18473605,1148164,1048576.0,409,7,WY,1.0949745178222656,0.8254410118513723,0.5300911529127811,0.9999912986223689,0.13763908296823502,0.0171089768409729,402,803,1606,803,1223,163908,982230,859,18472746,9253950,0.079,0.229
grid,-2,-3,0.25,0.125,9,12,ok,0,1.859090909090909,4,12,16.0,1,0,push,0.25,0.4840909090909089,0.4318181818181818,0.6875,0.125,0.1875,1,2,2,2,2,2,6,2,2,2,0.0,0.0
grid,-2,-4,0.25,0.0625,9,12,ok,0,3.718181818181818,12,12,32.0,1,0,push,0.375,0.6136363636363636,0.8636363636363636,0.955078125,0.1875,0.046875,1,2,2,2,2,2,6,8,4,5,0.0,0.0
grid,-2,-5,0.25,0.03125,16,24,ok,0,7.401098901098901,26,62,64.0,2,0,push,0.40625,0.6380373776614006,0.5483516483516485,0.8867225646972656,0.203125,0.060546875,3,8,10,8,8,10,36,8,18,10,0.0,0.001
grid,-2,-6,0.25,0.015625,36,60,ok,0,14.79813855869621,48,142,128.0,3,0,push,0.375,0.6607286728595684,0.7624451985003031,0.8599197864532471,0.1875,0.03466796875,4,12,18,12,18,22,90,18,30,17,0.0,0.001
grid,-2,-7,0.25,0.0078125,64,112,ok,0,29.59625093618018,79,178,256.0,3,0,push,0.30859375,0.781548010008399,0.6099164532325075,0.9292685471959189,0.154296875,0.0108642578125,6,18,26,18,18,28,114,18,61,27,0.0,0.001
grid,-2,-8,0.25,0.00390625,121,220,ok,0,59.19250169932331,134,352,512.0,4,0,push,0.26171875,0.7000642656114984,0.7067245635039785,0.9046086081976975,0.130859375,0.00537109375,8,26,42,26,32,54,240,32,102,44,0.0,0.001
grid,-2,-9,0.25,0.001953125,256,480,ok,0,118.38500339858044,190,388,1024.0,4,0,push,0.185546875,0.8092680422187376,0.8032549709212385,0.9754034457495009,0.0927734375,0.0014801025390625,10,32,50,32,32,60,264,36,154,61,0.0,0.001
grid,-2,-10,0.25,0.0009765625,529,1012,ok,0,236.77000679716087,295,690,2048.0,5,0,push,0.14404296875,0.8182373221368687,0.6609428959755455,0.9926245495676752,0.072021484375,0.0006580352783203125,13,44,76,44,50,104,492,50,245,92,0.0,0.002
grid,-2,-11,0.25,0.00048828125,1024,1984,ok,0,473.54001359432175,404,726,4096.0,5,0,push,0.0986328125,0.7984359503940747,0.951408153533908,0.9822954114092969,0.04931640625,0.00017309188842773438,15,50,84,50,50,110,516,58,346,123,0.0,0.002
grid,-2,-12,0.25,0.000244140625,2025,3960,ok,0,947.0800271886435,565,1196,8192.0,6,0,push,0.0689697265625,0.7592640901162468,0.6282282695625279,0.9668550503062916,0.03448486328125,7.128715515136719e-05,19,66,122,66,72,176,882,69,496,169,0.0,0.002
grid,-2,-13,0.25,0.0001220703125,4096,8064,ok,0,1894.160054377287,780,1858,16384.0,7,0,push,0.047607421875,0.7661394200778364,0.639177303370612,0.9909367862750804,0.0238037109375,2.7686357498168945e-05,24,84,168,84,98,266,1410,88,692,229,0.0,0.003
grid,-3,-3,0.125,0.125,9,12,ok,0,1.2279973272241311,4,12,22.62741699796952,1,0,push,0.1767766952966369,0.5092473272241311,0.43599656357388306,0.8385416666666666,0.0625,0.1875,1,2,2,2,2,2,6,2,2,2,0.0,0.0
grid,-3,-4,0.125,0.0625,9,12,ok,0,2.4559946544482623,18,12,45.25483399593904,1,0,WY,0.26516504294495535,0.6754753809022551,0.8719931271477661,0.9772601657443576,0.140625,0.046875,1,2,2,2,2,2,6,8,10,7,0.0,0.001
grid,-3,-5,0.125,0.03125,16,24,ok,0,4.785367524053179,44,62,90.50966799187808,2,0,push,0.48613591206575146,0.6761460598146005,0.741875087041444,0.9730196295999787,0.171875,0.060546875,3,8,10,8,8,10,36,18,26,16,0.0,0.001
grid,-3,-6,0.125,0.015625,36,60,ok,0,9.537108497359206,110,330,181.01933598375615,5,1,push,0.6076698900821893,0.6054633949242207,0.5815388323085801,0.817051357972672,0.21484375,0.08056640625,6,18,26,18,38,52,222,26,84,37,0.0,0.002
grid,-3,-7,0.125,0.0078125,64,112,ok,0,19.07309292518643,184,660,362.0386719675123,6,1,push,0.508232998977831,0.7125867599060172,0.5411509138318313,0.9306515257536545,0.1796875,0.040283203125,10,32,50,32,56,104,468,32,152,60,0.0,0.002
grid,-3,-8,0.125,0.00390625,121,220,ok,0,38.146145255319915,324,1052,724.0773439350246,7,1,push,0.44746600996961217,0.7355303738471447,0.5102365087452937,0.9466543254779549,0.158203125,0.01605224609375,13,44,76,44,78,162,768,44,280,101,0.0,0.003
grid,-3,-9,0.125,0.001953125,256,480,ok,0,76.29229031195085,559,1392,1448.1546878700492,7,1,push,0.3860084869953907,0.7525123085084218,0.66454031528003,0.9299363750695371,0.136474609375,0.00531005859375,17,58,106,58,90,206,1038,66,493,169,0.0,0.002
grid,-3,-10,0.125,0.0009765625,529,1012,ok,0,152.58458062388362,851,2686,2896.3093757400984,9,1,push,0.2938222025340586,0.7844868563135812,0.49144262951841705,0.9888725980377148,0.1038818359375,0.0025615692138671875,24,84,168,84,146,380,2076,84,767,252,0.0,0.004
grid,-3,-11,0.125,0.00048828125,1024,1984,ok,0,305.16916124776725,1263,1828,5792.618751480197,7,0,push,0.21803609976528554,0.7703179155643815,0.9828852590368329,0.999713427137054,0.07708740234375,0.00043582916259765625,24,84,168,84,98,260,1386,107,1156,367,0.0,0.003
grid,-3,-12,0.125,0.000244140625,2025,3960,ok,0,610.3383224955345,1799,5432,11585.237502960394,11,1,push,0.15528382560480947,0.790007663345572,0.6359063808538421,0.990512995737432,0.054901123046875,0.0003237724304199219,35,126,274,126,226,718,4362,134,1665,514,0.0,0.005
