family,vertices,alpha,epsilon,engine,stage1_work,stage1_pushes,envelope_volume,reference_support_volume,handoff_semantic_error,tail_iterations,stage2_work,total_work,semantic_error,screen_succeeded
grid-12x12,144,0.01,0.05,priority-gs-positive-key-envelope-tuned,107,36,8,26,0.010917978662855363,1,8,115,0.0191028033405233,
grid-12x12,144,0.01,0.1,appr-direct-ppr,10,4,8,8,0.011253741596480932,0,0,10,0.011253741596480932,
grid-12x12,144,0.01,0.1,green-ball-screen-or-appr,28,4,8,8,0.011253741596480932,0,0,28,0.011253741596480932,False
grid-12x12,144,0.01,0.1,priority-gs-direct-ppr,10,4,8,528,0.011253741596480932,0,0,10,0.011253741596480932,
grid-12x12,144,0.01,0.1,appr-envelope,28,10,18,18,0.009354330311298589,0,0,28,0.024102803340523296,
grid-12x12,144,0.01,0.1,gs-gap-envelope-oracle-stop,35,12,0,18,0.024102803340523296,0,0,35,0.024102803340523296,
grid-12x12,144,0.01,0.1,priority-gs-positive-key-envelope,48,17,0,18,0.024102803340523296,0,0,48,0.024102803340523296,
grid-12x12,144,0.01,0.1,priority-gs-positive-key-envelope-tuned,18,7,2,12,0.01448871855952377,0,0,18,0.024102803340523296,
grid-12x12,144,0.04,0.05,appr-direct-ppr,28,10,18,12,0.015060796430910562,0,0,28,0.015060796430910562,
grid-12x12,144,0.04,0.05,green-ball-screen-or-appr,67,10,18,12,0.015060796430910562,0,0,67,0.015060796430910562,False
grid-12x12,144,0.04,0.05,priority-gs-direct-ppr,28,10,18,528,0.015060796430910562,0,0,28,0.015060796430910562,
grid-12x12,144,0.04,0.05,appr-envelope,54,18,26,26,0.010733940536759147,3,78,132,0.02127513908339821,
grid-12x12,144,0.04,0.05,gs-gap-envelope-oracle-stop,134,43,12,32,0.01584366813782645,3,36,170,0.02127513908339821,
grid-12x12,144,0.04,0.05,priority-gs-positive-key-envelope,81,27,8,32,0.020009633857128773,3,24,105,0.02127513908339821,
grid-12x12,144,0.04,0.05,priority-gs-positive-key-envelope-tuned,66,23,8,26,0.020009633857128773,3,24,90,0.02127513908339821,
grid-12x12,144,0.04,0.1,appr-direct-ppr,10,4,8,8,0.02010263670260973,0,0,10,0.02010263670260973,
grid-12x12,144,0.04,0.1,green-ball-screen-or-appr,28,4,8,8,0.02010263670260973,0,0,28,0.02010263670260973,False
grid-12x12,144,0.04,0.1,priority-gs-direct-ppr,10,4,8,528,0.02010263670260973,0,0,10,0.02010263670260973,
grid-12x12,144,0.04,0.1,appr-envelope,28,10,18,12,0.015060796430910562,1,18,46,0.04794180575006488,
grid-12x12,144,0.04,0.1,gs-gap-envelope-oracle-stop,41,14,2,18,0.03193695622923695,1,2,43,0.04794180575006488,
grid-12x12,144,0.04,0.1,priority-gs-positive-key-envelope,30,11,2,18,0.03193695622923695,1,2,32,0.04794180575006488,
grid-12x12,144,0.04,0.1,priority-gs-positive-key-envelope-tuned,18,7,2,12,0.03193695622923695,1,2,20,0.04794180575006488,
grid-12x12,144,0.16,0.05,appr-direct-ppr,10,4,8,8,0.021259305759125713,0,0,10,0.021259305759125713,
grid-12x12,144,0.16,0.05,green-ball-screen-or-appr,49,4,8,8,0.021259305759125713,0,0,49,0.021259305759125713,False
grid-12x12,144,0.16,0.05,priority-gs-direct-ppr,10,4,8,528,0.021259305759125713,0,0,10,0.021259305759125713,
grid-12x12,144,0.16,0.05,appr-envelope,28,10,18,18,0.009204690973771657,3,54,82,0.022891031696909057,
grid-12x12,144,0.16,0.05,gs-gap-envelope-oracle-stop,44,15,8,18,0.021259305759125713,3,24,68,0.022891031696909057,
grid-12x12,144,0.16,0.05,priority-gs-positive-key-envelope,28,10,8,18,0.021259305759125713,3,24,52,0.022891031696909057,
grid-12x12,144,0.16,0.05,priority-gs-positive-key-envelope-tuned,22,8,8,18,0.021665838735189513,4,32,54,0.021259305759125713,
grid-12x12,144,0.16,0.1,appr-direct-ppr,8,3,8,2,0.036959997214150386,0,0,8,0.036959997214150386,
grid-12x12,144,0.16,0.1,green-ball-screen-or-appr,26,3,8,2,0.036959997214150386,0,0,26,0.036959997214150386,False
grid-12x12,144,0.16,0.1,priority-gs-direct-ppr,8,3,8,528,0.036959997214150386,0,0,8,0.036959997214150386,
grid-12x12,144,0.16,0.1,appr-envelope,10,4,8,8,0.021259305759125713,2,16,26,0.04689103169690905,
grid-12x12,144,0.16,0.1,gs-gap-envelope-oracle-stop,13,5,8,12,0.030312191509392766,3,24,37,0.022891031696909057,
grid-12x12,144,0.16,0.1,priority-gs-positive-key-envelope,10,4,8,12,0.030312191509392766,3,24,34,0.022891031696909057,
grid-12x12,144,0.16,0.1,priority-gs-positive-key-envelope-tuned,10,4,8,8,0.036917704186236994,3,24,34,0.022891031696909057,
