family,vertices,alpha,epsilon,leakage_fraction,cap,succeeded,checkpoint_count,envelope_volume,priority_work,priority_pushes,gate_work,scratch_iterations,scratch_work,total_work,direct_appr_work,direct_priority_work,ratio_to_best_direct,semantic_error
broom-48-47,96,0.01,0.01,0.99,200,False,5,0,745,397,5,0,0,750,966,745,1.0067114093959733,0.0068883340209588174
broom-48-47,96,0.01,0.02,0.5,100,False,4,0,417,226,4,0,0,421,482,417,1.0095923261390887,0.012690823691033443
broom-48-47,96,0.01,0.02,0.75,100,False,4,0,417,226,4,0,0,421,482,417,1.0095923261390887,0.012690823691033443
broom-48-47,96,0.01,0.02,0.9,100,False,4,0,417,226,4,0,0,421,482,417,1.0095923261390887,0.012690823691033443
broom-48-47,96,0.01,0.02,0.99,100,False,4,0,417,226,4,0,0,421,482,417,1.0095923261390887,0.012690823691033443
broom-48-47,96,0.04,0.005,0.5,400,False,4,0,252,137,4,0,0,256,299,252,1.0158730158730158,0.0029928118686986136
broom-48-47,96,0.04,0.005,0.75,400,False,4,0,252,137,4,0,0,256,299,252,1.0158730158730158,0.0029928118686986136
broom-48-47,96,0.04,0.005,0.9,400,False,4,0,252,137,4,0,0,256,299,252,1.0158730158730158,0.0029928118686986136
broom-48-47,96,0.04,0.005,0.99,400,False,4,0,252,137,4,0,0,256,299,252,1.0158730158730158,0.0029928118686986136
broom-48-47,96,0.04,0.01,0.5,200,False,4,0,148,82,4,0,0,152,184,148,1.027027027027027,0.00738499540252593
broom-48-47,96,0.04,0.01,0.75,200,False,4,0,148,82,4,0,0,152,184,148,1.027027027027027,0.00738499540252593
broom-48-47,96,0.04,0.01,0.9,200,False,4,0,148,82,4,0,0,152,184,148,1.027027027027027,0.00738499540252593
broom-48-47,96,0.04,0.01,0.99,200,False,4,0,148,82,4,0,0,152,184,148,1.027027027027027,0.00738499540252593
broom-48-47,96,0.04,0.02,0.5,100,False,4,0,103,58,4,0,0,107,99,103,1.0808080808080809,0.012352262375627891
broom-48-47,96,0.04,0.02,0.75,100,False,4,0,103,58,4,0,0,107,99,103,1.0808080808080809,0.012352262375627891
broom-48-47,96,0.04,0.02,0.9,100,False,4,0,103,58,4,0,0,107,99,103,1.0808080808080809,0.012352262375627891
broom-48-47,96,0.04,0.02,0.99,100,False,4,0,103,58,4,0,0,107,99,103,1.0808080808080809,0.012352262375627891
broom-48-47,96,0.16,0.005,0.5,400,False,3,0,45,26,3,0,0,48,48,45,1.0666666666666667,0.0027761877275238223
broom-48-47,96,0.16,0.005,0.75,400,False,3,0,45,26,3,0,0,48,48,45,1.0666666666666667,0.0027761877275238223
broom-48-47,96,0.16,0.005,0.9,400,False,3,0,45,26,3,0,0,48,48,45,1.0666666666666667,0.0027761877275238223
broom-48-47,96,0.16,0.005,0.99,400,False,3,0,45,26,3,0,0,48,48,45,1.0666666666666667,0.0027761877275238223
broom-48-47,96,0.16,0.01,0.5,200,False,3,0,30,18,3,0,0,33,35,30,1.1,0.0068890223921675145
broom-48-47,96,0.16,0.01,0.75,200,False,3,0,30,18,3,0,0,33,35,30,1.1,0.0068890223921675145
broom-48-47,96,0.16,0.01,0.9,200,False,3,0,30,18,3,0,0,33,35,30,1.1,0.0068890223921675145
broom-48-47,96,0.16,0.01,0.99,200,False,3,0,30,18,3,0,0,33,35,30,1.1,0.0068890223921675145
broom-48-47,96,0.16,0.02,0.5,100,False,3,0,27,16,3,0,0,30,27,27,1.1111111111111112,0.00835012000900057
broom-48-47,96,0.16,0.02,0.75,100,False,3,0,27,16,3,0,0,30,27,27,1.1111111111111112,0.00835012000900057
broom-48-47,96,0.16,0.02,0.9,100,False,3,0,27,16,3,0,0,30,27,27,1.1111111111111112,0.00835012000900057
broom-48-47,96,0.16,0.02,0.99,100,False,3,0,27,16,3,0,0,30,27,27,1.1111111111111112,0.00835012000900057
grid-12x12,144,0.01,0.005,0.5,400,False,6,0,1259,361,6,0,0,1265,1590,1259,1.004765687053217,0.0023517597129978276
grid-12x12,144,0.01,0.005,0.75,400,False,6,0,1259,361,6,0,0,1265,1590,1259,1.004765687053217,0.0023517597129978276
grid-12x12,144,0.01,0.005,0.9,400,False,6,0,1259,361,6,0,0,1265,1590,1259,1.004765687053217,0.0023517597129978276
grid-12x12,144,0.01,0.005,0.99,400,False,6,0,1259,361,6,0,0,1265,1590,1259,1.004765687053217,0.0023517597129978276
grid-12x12,144,0.01,0.01,0.5,200,False,5,0,454,136,5,0,0,459,400,454,1.1475,0.003940099765467234
grid-12x12,144,0.01,0.01,0.75,200,False,5,0,454,136,5,0,0,459,400,454,1.1475,0.003940099765467234
grid-12x12,144,0.01,0.01,0.9,200,False,5,0,454,136,5,0,0,459,400,454,1.1475,0.003940099765467234
grid-12x12,144,0.01,0.01,0.99,200,False,5,0,454,136,5,0,0,459,400,454,1.1475,0.003940099765467234
grid-12x12,144,0.01,0.02,0.5,100,False,4,0,156,50,4,0,0,160,130,156,1.2307692307692308,0.0059091035485702515
grid-12x12,144,0.01,0.02,0.75,100,False,4,0,156,50,4,0,0,160,130,156,1.2307692307692308,0.0059091035485702515
grid-12x12,144,0.01,0.02,0.9,100,False,4,0,156,50,4,0,0,160,130,156,1.2307692307692308,0.0059091035485702515
grid-12x12,144,0.01,0.02,0.99,100,False,4,0,156,50,4,0,0,160,130,156,1.2307692307692308,0.0059091035485702515
grid-12x12,144,0.04,0.005,0.5,400,False,5,0,403,120,5,0,0,408,364,403,1.120879120879121,0.0026541285212904452
grid-12x12,144,0.04,0.005,0.75,400,False,5,0,403,120,5,0,0,408,364,403,1.120879120879121,0.0026541285212904452
grid-12x12,144,0.04,0.005,0.9,400,False,5,0,403,120,5,0,0,408,364,403,1.120879120879121,0.0026541285212904452
grid-12x12,144,0.04,0.005,0.99,400,False,5,0,403,120,5,0,0,408,364,403,1.120879120879121,0.0026541285212904452
grid-12x12,144,0.04,0.01,0.5,200,False,5,0,232,71,5,0,0,237,228,232,1.0394736842105263,0.004039471867267645
grid-12x12,144,0.04,0.01,0.75,200,False,5,0,232,71,5,0,0,237,228,232,1.0394736842105263,0.004039471867267645
grid-12x12,144,0.04,0.01,0.9,200,False,5,0,232,71,5,0,0,237,228,232,1.0394736842105263,0.004039471867267645
grid-12x12,144,0.04,0.01,0.99,200,False,5,0,232,71,5,0,0,237,228,232,1.0394736842105263,0.004039471867267645
grid-12x12,144,0.04,0.02,0.5,100,False,4,0,80,27,4,0,0,84,94,80,1.05,0.008364488937377174
grid-12x12,144,0.04,0.02,0.75,100,False,4,0,80,27,4,0,0,84,94,80,1.05,0.008364488937377174
grid-12x12,144,0.04,0.02,0.9,100,False,4,0,80,27,4,0,0,84,94,80,1.05,0.008364488937377174
grid-12x12,144,0.04,0.02,0.99,100,False,4,0,80,27,4,0,0,84,94,80,1.05,0.008364488937377174
grid-12x12,144,0.16,0.005,0.5,400,False,4,0,96,30,4,0,0,100,76,96,1.3157894736842106,0.00236839097204365
grid-12x12,144,0.16,0.005,0.75,400,False,4,0,96,30,4,0,0,100,76,96,1.3157894736842106,0.00236839097204365
grid-12x12,144,0.16,0.005,0.9,400,False,4,0,96,30,4,0,0,100,76,96,1.3157894736842106,0.00236839097204365
grid-12x12,144,0.16,0.005,0.99,400,False,4,0,96,30,4,0,0,100,76,96,1.3157894736842106,0.00236839097204365
grid-12x12,144,0.16,0.01,0.5,200,False,4,0,48,16,4,0,0,52,60,48,1.0833333333333333,0.005157616124861911
grid-12x12,144,0.16,0.01,0.75,200,False,4,0,48,16,4,0,0,52,60,48,1.0833333333333333,0.005157616124861911
grid-12x12,144,0.16,0.01,0.9,200,False,4,0,48,16,4,0,0,52,60,48,1.0833333333333333,0.005157616124861911
grid-12x12,144,0.16,0.01,0.99,200,False,4,0,48,16,4,0,0,52,60,48,1.0833333333333333,0.005157616124861911
grid-12x12,144,0.16,0.02,0.5,100,False,3,0,28,10,3,0,0,31,28,28,1.1071428571428572,0.00920469097377166
grid-12x12,144,0.16,0.02,0.75,100,False,3,0,28,10,3,0,0,31,28,28,1.1071428571428572,0.00920469097377166
grid-12x12,144,0.16,0.02,0.9,100,False,3,0,28,10,3,0,0,31,28,28,1.1071428571428572,0.00920469097377166
grid-12x12,144,0.16,0.02,0.99,100,False,3,0,28,10,3,0,0,31,28,28,1.1071428571428572,0.00920469097377166
